TIME; FREQ_LOCK; CORNER; P_LPF_PARAM; P_EXT_GAIN_T; P_EXT_KTDC; P_STEP_LPF_CFG;                      P_START_CYCNUM; P_STEP1_CYCNUM; P_STEP2_CYCNUM; P_STEP3_CYCNUM; P_SETTL_CYCNUM; FP_BYPASS;                      B_EXT_CKV_GATING; B_SD_EN; B_SD_2ND_EN; B_READ_REGS_EN; TB_STEP; TDC_RES; DCO_VARIATION
20260720_2009;2.48e+09;WORST;d5022222;    202850;  7801;2731;0050;0080;0100;0100;0200;0;0;0;0;0;65625;1.2e-11;2.5
